"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.065012082E1,5.578489900E-1,4.295197964E0,8.844181061E0,9.847814970E0
3.065358663E1,5.578489900E-1,4.302380562E0,8.846575737E0,9.853099830E0
3.065425582E1,5.674257874E-1,4.299986362E0,8.846575737E0,9.852601535E0
3.065740925E1,5.793967843E-1,4.285621166E0,8.832210541E0,9.834134047E0
3.065830490E1,5.674257874E-1,4.280832767E0,8.839392662E0,9.837802795E0
3.066125279E1,5.698199868E-1,4.290409565E0,8.829815865E0,9.833511949E0
3.066272478E1,5.865794420E-1,4.309563160E0,8.829815865E0,9.842868397E0
3.066547806E1,6.009446383E-1,4.297592163E0,8.827422142E0,9.836351688E0
3.066642313E1,6.129156351E-1,4.292803764E0,8.827422142E0,9.834999309E0
3.066948975E1,6.105214357E-1,4.276044369E0,8.827422142E0,9.827546669E0
3.067046702E1,6.248866320E-1,4.288015366E0,8.839392662E0,9.844410684E0
3.067340282E1,6.177040339E-1,4.283226967E0,8.832210541E0,9.835422439E0
3.067460221E1,6.081272364E-1,4.292803764E0,8.820239067E0,9.828255191E0
3.067762917E1,6.009446383E-1,4.295197964E0,8.810662270E0,9.820266271E0
3.067871602E1,6.129156351E-1,4.302380562E0,8.815450668E0,9.828444158E0
3.068163590E1,5.961562395E-1,4.302380562E0,8.820239067E0,9.831708802E0
3.068310925E1,6.009446383E-1,4.311957359E0,8.834604263E0,9.849078293E0
3.068564598E1,6.129156351E-1,4.316745758E0,8.841787338E0,9.858354977E0
3.068679444E1,6.129156351E-1,4.307168961E0,8.825027466E0,9.839130033E0
3.068957409E1,6.057330370E-1,4.314351559E0,8.832210541E0,9.848273195E0
3.069091936E1,5.913678408E-1,4.331110954E0,8.839392662E0,9.861191645E0
3.069390775E1,5.865794420E-1,4.319139957E0,8.836998940E0,9.853506770E0
3.069502963E1,5.913678408E-1,4.314351559E0,8.832210541E0,9.847400080E0
3.069799717E1,5.865794420E-1,4.316745758E0,8.836998940E0,9.852457543E0
3.069913052E1,5.841852427E-1,4.307168961E0,8.841787338E0,9.852420017E0
3.070208309E1,5.746083856E-1,4.319139957E0,8.846575737E0,9.861391739E0
3.070362802E1,5.722141862E-1,4.314351559E0,8.836998940E0,9.850563877E0
3.070617002E1,5.650315881E-1,4.331110954E0,8.822632790E0,9.844624530E0
3.070738709E1,5.626373887E-1,4.331110954E0,8.817844391E0,9.840196270E0
3.071030586E1,5.578489900E-1,4.340687752E0,8.827422142E0,9.852722838E0
3.071143036E1,5.674257874E-1,4.352658749E0,8.841787338E0,9.871413959E0
3.071421798E1,5.578489900E-1,4.345476151E0,8.841787338E0,9.867702965E0
3.071538402E1,5.386953950E-1,4.338293552E0,8.853757858E0,9.874209431E0
3.071839921E1,5.315127969E-1,4.335899353E0,8.853757858E0,9.872768470E0
3.071948321E1,5.386953950E-1,4.331110954E0,8.848969460E0,9.866761136E0
3.072246221E1,5.291185975E-1,4.343081951E0,8.836998940E0,9.860774695E0
3.072408971E1,5.434837937E-1,4.347870350E0,8.810662270E0,9.840077278E0
3.072622090E1,5.434837937E-1,4.347870350E0,8.810662270E0,9.840077278E0
3.072761690E1,5.339069963E-1,4.352658749E0,8.810662270E0,9.841669802E0
3.073062213E1,5.363011956E-1,4.345476151E0,8.796297073E0,9.825763286E0
3.073175809E1,5.315127969E-1,4.340687752E0,8.786720276E0,9.814811726E0
3.073455578E1,5.363011956E-1,4.338293552E0,8.789113998E0,9.816156824E0
3.073583998E1,5.267243981E-1,4.316745758E0,8.753201485E0,9.773958705E0
3.073881071E1,5.363011956E-1,4.326322556E0,8.729259491E0,9.757287384E0
3.073986613E1,5.434837937E-1,4.347870350E0,8.729259491E0,9.767257674E0
3.074289290E1,5.602431893E-1,4.343081951E0,8.714894295E0,9.753236172E0
3.074452259E1,5.363011956E-1,4.335899353E0,8.710105896E0,9.744413112E0
3.074683521E1,5.339069963E-1,4.338293552E0,8.707711220E0,9.743206983E0
3.074795509E1,5.578489900E-1,4.364629745E0,8.683769226E0,9.734938946E0
3.075106375E1,5.841852427E-1,4.340687752E0,8.683769226E0,9.725774546E0
3.075205640E1,5.889736414E-1,4.335899353E0,8.681375504E0,9.721789639E0
3.075497586E1,5.770025849E-1,4.309563160E0,8.664615631E0,9.694371081E0
3.075618352E1,5.865794420E-1,4.316745758E0,8.678980827E0,9.710977169E0
3.075929859E1,5.889736414E-1,4.321534157E0,8.688557625E0,9.721809555E0
3.076029536E1,5.937620401E-1,4.319139957E0,8.695740700E0,9.727457512E0
3.076336221E1,5.865794420E-1,4.314351559E0,8.700529099E0,9.729178352E0
3.076461232E1,5.937620401E-1,4.319139957E0,8.714894295E0,9.744583413E0
3.076699236E1,5.985504389E-1,4.314351559E0,8.731653214E0,9.757748708E0
3.076832786E1,5.961562395E-1,4.321534157E0,8.746018410E0,9.773632782E0
3.077117144E1,5.817909837E-1,4.321534157E0,8.769960403E0,9.794199492E0
3.077249621E1,5.865794420E-1,4.314351559E0,8.789113998E0,9.808477440E0
3.077537002E1,5.865794420E-1,4.321534157E0,8.808267593E0,9.828800075E0
3.077656505E1,5.961562395E-1,4.321534157E0,8.815450668E0,9.835813653E0
3.077960925E1,5.841852427E-1,4.307168961E0,8.827422142E0,9.839530402E0
3.078061425E1,5.770025849E-1,4.319139957E0,8.846575737E0,9.861531535E0
3.078358275E1,5.722141862E-1,4.323928356E0,8.846575737E0,9.863350738E0
3.078501959E1,5.578489900E-1,4.326322556E0,8.841787338E0,9.859283224E0
3.078753859E1,5.578489900E-1,4.316745758E0,8.853757858E0,9.865825746E0
3.078866678E1,5.674257874E-1,4.311957359E0,8.860940933E0,9.870725531E0
3.079172975E1,5.554547906E-1,4.333505154E0,8.858546257E0,9.877329534E0
3.079279044E1,5.363011956E-1,4.314351559E0,8.865729332E0,9.874330607E0
3.079573813E1,5.386953950E-1,4.316745758E0,8.853757858E0,9.864761268E0
3.079688809E1,5.267243981E-1,4.307168961E0,8.848969460E0,9.855628014E0
3.079989617E1,5.458779931E-1,4.304774761E0,8.844181061E0,9.851325148E0
3.080099475E1,5.506663918E-1,4.304774761E0,8.832210541E0,9.840846623E0
3.080393325E1,5.482721925E-1,4.304774761E0,8.832210541E0,9.840712941E0
3.080543775E1,5.410895944E-1,4.311957359E0,8.832210541E0,9.843459618E0
3.080767359E1,5.386953950E-1,4.307168961E0,8.834604263E0,9.843379992E0
3.080914759E1,5.434837937E-1,4.299986362E0,8.829815865E0,9.836203818E0
3.081198902E1,5.578489900E-1,4.297592163E0,8.820239067E0,9.827365420E0
3.081317259E1,5.722141862E-1,4.299986362E0,8.813055992E0,9.822793274E0
3.081601755E1,5.650315881E-1,4.304774761E0,8.813055992E0,9.824474661E0
3.081725909E1,5.530605912E-1,4.307168961E0,8.815450668E0,9.826990941E0
3.082022359E1,5.530605912E-1,4.309563160E0,8.801085472E0,9.815157469E0
3.082141717E1,5.506663918E-1,4.321534157E0,8.810662270E0,9.828868733E0
3.082428663E1,5.410895944E-1,4.311957359E0,8.803479195E0,9.817688126E0
3.082575413E1,5.482721925E-1,4.302380562E0,8.796297073E0,9.807442230E0
3.082831544E1,5.554547906E-1,4.307168961E0,8.796297073E0,9.809947843E0
3.082945640E1,5.530605912E-1,4.302380562E0,8.784325600E0,9.796975592E0
3.083246094E1,5.578489900E-1,4.316745758E0,8.786720276E0,9.805709696E0
3.083353067E1,5.602431893E-1,4.333505154E0,8.796297073E0,9.821811521E0
3.083646725E1,5.770025849E-1,4.321534157E0,8.801085472E0,9.821796930E0
3.083763763E1,5.626373887E-1,4.311957359E0,8.793902397E0,9.810313780E0
3.084065317E1,5.530605912E-1,4.314351559E0,8.786720276E0,9.804384662E0
3.084173636E1,5.650315881E-1,4.335899353E0,8.786720276E0,9.814567596E0
3.084466509E1,5.626373887E-1,4.355052948E0,8.793902397E0,9.829331940E0
3.084614502E1,5.674257874E-1,4.357447147E0,8.801085472E0,9.837094243E0
3.084859532E1,5.458779931E-1,4.357447147E0,8.791508675E0,9.827306508E0
3.084984882E1,5.363011956E-1,4.367023945E0,8.784325600E0,9.824606524E0
3.085254148E1,5.650315881E-1,4.340687752E0,8.791508675E0,9.820970198E0
3.085394094E1,5.626373887E-1,4.340687752E0,8.789113998E0,9.818689111E0
3.085690621E1,5.291185975E-1,4.340687752E0,8.798690796E0,9.825400570E0
3.085804271E1,5.339069963E-1,4.347870350E0,8.786720276E0,9.818120312E0
3.086103371E1,5.386953950E-1,4.350264549E0,8.796297073E0,9.828012850E0
3.086213959E1,5.363011956E-1,4.364629745E0,8.805873871E0,9.842815980E0
3.086564646E1,5.578489900E-1,4.367023945E0,8.808267593E0,9.847216441E0
3.086674332E1,5.530605912E-1,4.357447147E0,8.815450668E0,9.849131543E0
3.086913244E1,5.482721925E-1,4.359841347E0,8.813055992E0,9.847780201E0
3.087027278E1,5.386953950E-1,4.355052948E0,8.817844391E0,9.849419202E0
3.087334544E1,5.315127969E-1,4.357447147E0,8.813055992E0,9.845801512E0
3.087438190E1,5.267243981E-1,4.347870350E0,8.808267593E0,9.837021560E0
3.087736048E1,5.363011956E-1,4.347870350E0,8.808267593E0,9.837538999E0
3.087847544E1,5.291185975E-1,4.357447147E0,8.822632790E0,9.854245860E0
3.088146136E1,5.363011956E-1,4.355052948E0,8.820239067E0,9.851432503E0
3.088257286E1,5.506663918E-1,4.350264549E0,8.820239067E0,9.850109254E0
3.088548275E1,5.363011956E-1,4.347870350E0,8.813055992E0,9.841826633E0
3.088697502E1,5.243301988E-1,4.328716755E0,8.820239067E0,9.839173141E0
3.088929752E1,5.219359994E-1,4.319139957E0,8.798690796E0,9.815515620E0
3.089066678E1,5.267243981E-1,4.316745758E0,8.786720276E0,9.803988257E0
3.089376794E1,5.291185975E-1,4.321534157E0,8.793902397E0,9.812662398E0
3.089483598E1,5.410895944E-1,4.316745758E0,8.803479195E0,9.819792147E0
3.089771098E1,5.434837937E-1,4.314351559E0,8.803479195E0,9.818872132E0
3.089886402E1,5.554547906E-1,4.335899353E0,8.808267593E0,9.833317407E0
3.090205675E1,5.386953950E-1,4.321534157E0,8.813055992E0,9.830351271E0
3.090298925E1,5.386953950E-1,4.323928356E0,8.815450668E0,9.833550714E0
3.090594528E1,5.434837937E-1,4.326322556E0,8.808267593E0,9.828429146E0
3.090732152E1,5.195417404E-1,4.321534157E0,8.803479195E0,9.820734546E0
3.090993571E1,5.458779931E-1,4.338293552E0,8.803479195E0,9.829548294E0
3.091106905E1,5.554547906E-1,4.331110954E0,8.813055992E0,9.835497346E0
3.091411298E1,5.578489900E-1,4.319139957E0,8.817844391E0,9.834660399E0
3.091517913E1,5.554547906E-1,4.314351559E0,8.813055992E0,9.828128780E0
3.091810432E1,5.434837937E-1,4.319139957E0,8.808267593E0,9.825269594E0
3.091926694E1,5.578489900E-1,4.323928356E0,8.803479195E0,9.823889141E0
3.092232925E1,5.722141862E-1,4.311957359E0,8.808267593E0,9.823745891E0
3.092336317E1,5.841852427E-1,4.331110954E0,8.798690796E0,9.824294082E0
3.092645478E1,5.793967843E-1,4.328716755E0,8.801085472E0,9.825100247E0
3.092774825E1,5.722141862E-1,4.309563160E0,8.793902397E0,9.809815649E0
3.093015836E1,5.602431893E-1,4.309563160E0,8.798690796E0,9.813417691E0
3.093149094E1,5.674257874E-1,4.316745758E0,8.801085472E0,9.819132928E0
3.093418655E1,5.817909837E-1,4.328716755E0,8.798690796E0,9.823096722E0
3.093558152E1,5.841852427E-1,4.326322556E0,8.798690796E0,9.822184023E0
3.093863513E1,5.626373887E-1,4.328716755E0,8.793902397E0,9.817691630E0
3.093965452E1,5.554547906E-1,4.331110954E0,8.786720276E0,9.811906305E0
3.094268009E1,5.602431893E-1,4.326322556E0,8.786720276E0,9.810065876E0
3.094375263E1,5.674257874E-1,4.321534157E0,8.813055992E0,9.831967525E0
3.094667736E1,5.817909837E-1,4.321534157E0,8.801085472E0,9.822079398E0
3.094814913E1,5.865794420E-1,4.333505154E0,8.791508675E0,9.819061418E0
3.095081340E1,5.746083856E-1,4.323928356E0,8.793902397E0,9.816274782E0
3.095186836E1,5.626373887E-1,4.331110954E0,8.789113998E0,9.814459119E0
3.095486955E1,5.698199868E-1,4.338293552E0,8.781931877E0,9.811616241E0
3.095595167E1,5.698199868E-1,4.335899353E0,8.774748802E0,9.804128445E0
3.095889871E1,5.602431893E-1,4.321534157E0,8.784325600E0,9.805809816E0
3.096005959E1,5.482721925E-1,4.326322556E0,8.793902397E0,9.815823380E0
3.096306859E1,5.506663918E-1,4.333505154E0,8.784325600E0,9.810549252E0
3.096415575E1,5.650315881E-1,4.326322556E0,8.772355080E0,9.797476267E0
3.096707605E1,5.626373887E-1,4.331110954E0,8.774748802E0,9.801596782E0
3.096861736E1,5.578489900E-1,4.333505154E0,8.784325600E0,9.810955033E0
3.097089086E1,5.434837937E-1,4.335899353E0,8.801085472E0,9.826215107E0
3.097229198E1,5.410895944E-1,4.326322556E0,8.786720276E0,9.808990672E0
3.097516409E1,5.578489900E-1,4.335899353E0,8.781931877E0,9.809869836E0
3.097635936E1,5.650315881E-1,4.347870350E0,8.772355080E0,9.807010295E0
3.097920905E1,5.626373887E-1,4.333505154E0,8.781931877E0,9.809085342E0
3.098044298E1,5.602431893E-1,4.347870350E0,8.762778282E0,9.798169841E0
3.098340021E1,5.674257874E-1,4.343081951E0,8.765172005E0,9.798600570E0
3.098460490E1,5.698199868E-1,4.331110954E0,8.772355080E0,9.799868905E0
3.098747109E1,5.554547906E-1,4.331110954E0,8.760383606E0,9.788328409E0
3.098890525E1,5.650315881E-1,4.331110954E0,8.762778282E0,9.791019662E0
3.099161732E1,5.554547906E-1,4.323928356E0,8.772355080E0,9.795871584E0
3.099263386E1,5.530605912E-1,4.316745758E0,8.774748802E0,9.794712170E0
3.099565355E1,5.530605912E-1,4.321534157E0,8.762778282E0,9.786103244E0
3.099674425E1,5.363011956E-1,4.331110954E0,8.760383606E0,9.787260188E0
3.099968528E1,5.482721925E-1,4.328716755E0,8.791508675E0,9.814734633E0
3.100082975E1,5.578489900E-1,4.345476151E0,8.784325600E0,9.816248505E0
3.100401213E1,5.650315881E-1,4.335899353E0,8.781931877E0,9.810280903E0
3.100493986E1,5.530605912E-1,4.335899353E0,8.786720276E0,9.813885694E0
3.100807613E1,5.482721925E-1,4.338293552E0,8.777143478E0,9.806102232E0
3.100941836E1,5.674257874E-1,4.343081951E0,8.781931877E0,9.813595689E0
3.101172382E1,5.650315881E-1,4.333505154E0,8.772355080E0,9.800650043E0
3.101299325E1,5.506663918E-1,4.316745758E0,8.777143478E0,9.796722669E0
3.101575194E1,5.674257874E-1,4.328716755E0,8.774748802E0,9.800815135E0
3.101724113E1,5.482721925E-1,4.335899353E0,8.781931877E0,9.809329900E0
3.102008352E1,5.410895944E-1,4.321534157E0,8.786720276E0,9.806879658E0
3.102120713E1,5.554547906E-1,4.343081951E0,8.784325600E0,9.815053087E0
3.102418921E1,5.793967843E-1,4.343081951E0,8.784325600E0,9.816437119E0
3.102549694E1,5.722141862E-1,4.328716755E0,8.779537201E0,9.805380731E0
3.102827394E1,5.674257874E-1,4.319139957E0,8.781931877E0,9.803023487E0
3.102970413E1,5.458779931E-1,4.323928356E0,8.779537201E0,9.801765794E0
3.103244571E1,5.458779931E-1,4.307168961E0,8.786720276E0,9.800823457E0
3.103347578E1,5.482721925E-1,4.316745758E0,8.793902397E0,9.811606174E0
3.103650555E1,5.770025849E-1,4.331110954E0,8.791508675E0,9.817437489E0
3.103764905E1,5.889736414E-1,4.326322556E0,8.796297073E0,9.820325810E0
3.104056086E1,5.865794420E-1,4.328716755E0,8.789113998E0,9.814804586E0
3.104166252E1,5.985504389E-1,4.321534157E0,8.798690796E0,9.820940883E0
3.104464475E1,5.793967843E-1,4.311957359E0,8.791508675E0,9.809143779E0
3.104571417E1,5.841852427E-1,4.326322556E0,8.805873871E0,9.828619124E0
3.104864159E1,5.793967843E-1,4.335899353E0,8.805873871E0,9.832555032E0
3.105009567E1,5.865794420E-1,4.331110954E0,8.803479195E0,9.828725425E0
3.105239563E1,5.602431893E-1,4.319139957E0,8.796297073E0,9.815481884E0
3.105378544E1,5.602431893E-1,4.326322556E0,8.793902397E0,9.816499308E0
3.105685471E1,5.841852427E-1,4.328716755E0,8.786720276E0,9.812518247E0
3.105792155E1,5.698199868E-1,4.347870350E0,8.803479195E0,9.835136874E0
3.106077963E1,5.578489900E-1,4.340687752E0,8.805873871E0,9.833421596E0
3.106207359E1,5.506663918E-1,4.333505154E0,8.815450668E0,9.838428273E0
3.106508144E1,5.626373887E-1,4.335899353E0,8.805873871E0,9.831581697E0
3.106610855E1,5.817909837E-1,4.335899353E0,8.813055992E0,9.839129020E0
3.106911602E1,5.793967843E-1,4.333505154E0,8.808267593E0,9.833643554E0
3.107048086E1,5.889736414E-1,4.338293552E0,8.798690796E0,9.827748502E0
3.107306329E1,5.889736414E-1,4.340687752E0,8.789113998E0,9.820233449E0
3.107418428E1,5.865794420E-1,4.333505154E0,8.786720276E0,9.814774351E0
3.107716832E1,5.937620401E-1,4.340687752E0,8.813055992E0,9.841955062E0
3.107829544E1,5.770025849E-1,4.347870350E0,8.793902397E0,9.826984682E0
3.108119567E1,5.889736414E-1,4.343081951E0,8.781931877E0,9.814865169E0
3.108236355E1,5.793967843E-1,4.345476151E0,8.784325600E0,9.817496618E0
3.108538375E1,5.650315881E-1,4.340687752E0,8.796297073E0,9.825256895E0
3.108645094E1,5.698199868E-1,4.355052948E0,8.789113998E0,9.825462120E0
3.108966555E1,5.650315881E-1,4.345476151E0,8.774748802E0,9.808090549E0
3.109085309E1,5.698199868E-1,4.343081951E0,8.777143478E0,9.809449694E0
3.109352152E1,5.722141862E-1,4.350264549E0,8.793902397E0,9.827764247E0
3.109458221E1,5.865794420E-1,4.359841347E0,8.801085472E0,9.839278302E0
3.109725798E1,5.770025849E-1,4.362235546E0,8.793902397E0,9.833348886E0
3.109869775E1,5.841852427E-1,4.343081951E0,8.798690796E0,9.829577456E0
3.110162452E1,5.674257874E-1,4.345476151E0,8.796297073E0,9.827511242E0
3.110274705E1,5.817909837E-1,4.350264549E0,8.793902397E0,9.828326499E0
3.110570748E1,5.817909837E-1,4.350264549E0,8.784325600E0,9.819758583E0
