"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.603083241E1,3.902548850E-1,3.931279182E0,8.942343712E0,9.776132464E0
1.603186437E1,3.782838583E-1,3.924096584E0,8.916007042E0,9.748682693E0
1.603479541E1,3.830722570E-1,3.914519787E0,8.908824921E0,9.738448079E0
1.603627441E1,3.830722570E-1,3.919308186E0,8.911218643E0,9.742563252E0
1.603862041E1,3.926490843E-1,3.916913986E0,8.911218643E0,9.741981635E0
1.603996707E1,3.974374831E-1,3.928884983E0,8.925583839E0,9.760130155E0
1.604290618E1,3.998316824E-1,3.952826977E0,8.913613319E0,9.758955318E0
1.604406703E1,3.902548850E-1,3.945644379E0,8.908824921E0,9.751285551E0
1.604692764E1,3.758896589E-1,3.921702385E0,8.927978516E0,9.758577919E0
1.604819357E1,3.854664862E-1,3.940855980E0,8.927978516E0,9.766664254E0
1.605121460E1,3.782838583E-1,3.948038578E0,8.923190117E0,9.764908046E0
1.605228503E1,3.758896589E-1,3.940855980E0,8.911218643E0,9.750972085E0
1.605522653E1,3.998316824E-1,3.945644379E0,8.904036522E0,9.747299181E0
1.605664099E1,3.926490843E-1,3.943250179E0,8.908824921E0,9.750413158E0
1.605925060E1,3.926490843E-1,3.955221176E0,8.908824921E0,9.755260597E0
1.606037083E1,3.926490843E-1,3.955221176E0,8.916007042E0,9.761819985E0
1.606343895E1,3.974374831E-1,3.945644379E0,8.911218643E0,9.753762547E0
1.606447830E1,4.022258818E-1,3.936067581E0,8.913613319E0,9.752277481E0
1.606742633E1,3.926490843E-1,3.940855980E0,8.894459724E0,9.736320298E0
1.606857933E1,3.926490843E-1,3.952826977E0,8.892065048E0,9.738985329E0
1.607160976E1,3.830722570E-1,3.940855980E0,8.894459724E0,9.735938784E0
1.607268060E1,3.782838583E-1,3.936067581E0,8.889671326E0,9.729438985E0
1.607564241E1,3.830722570E-1,3.938461781E0,8.882488251E0,9.724033272E0
1.607711533E1,3.950432837E-1,3.926490784E0,8.877699852E0,9.715294320E0
1.607949995E1,3.998316824E-1,3.921702385E0,8.877699852E0,9.713555973E0
1.608080276E1,4.070142806E-1,3.931279182E0,8.884882927E0,9.724287185E0
1.608349145E1,4.094084799E-1,3.928884983E0,8.894459724E0,9.732171716E0
1.608490814E1,4.309563041E-1,3.957615376E0,8.887276649E0,9.738178939E0
1.608787818E1,4.333505034E-1,3.957615376E0,8.882488251E0,9.733915432E0
1.608902353E1,4.309563041E-1,3.938461781E0,8.904036522E0,9.745720646E0
1.609198753E1,4.309563041E-1,3.933673382E0,8.896853447E0,9.737222955E0
1.609311295E1,4.213795066E-1,3.943250179E0,8.896853447E0,9.740676769E0
1.609606180E1,4.237737060E-1,3.952826977E0,8.904036522E0,9.751220008E0
1.609751118E1,4.213795066E-1,3.952826977E0,8.899248123E0,9.746744018E0
1.610009868E1,4.237737060E-1,3.950432777E0,8.906430244E0,9.752435746E0
1.610123703E1,4.189853072E-1,3.950432777E0,8.906430244E0,9.752228849E0
1.610425291E1,4.285621047E-1,3.948038578E0,8.901641846E0,9.747302275E0
1.610536068E1,4.237737060E-1,3.945644379E0,8.901641846E0,9.746123397E0
1.610828387E1,4.285621047E-1,3.945644379E0,8.913613319E0,9.757267930E0
1.610941956E1,4.381389022E-1,3.940855980E0,8.908824921E0,9.751383134E0
1.611244395E1,4.381389022E-1,3.967192173E0,8.908824921E0,9.762056182E0
1.611354472E1,4.381389022E-1,3.964797974E0,8.904036522E0,9.756713333E0
1.611648980E1,4.525041282E-1,3.964797974E0,8.908824921E0,9.761738801E0
1.611793972E1,4.548983276E-1,3.979163170E0,8.916007042E0,9.774244400E0
1.612023437E1,4.453215301E-1,3.981557369E0,8.911218643E0,9.770410844E0
1.612164476E1,4.381389022E-1,3.974374771E0,8.911218643E0,9.767161216E0
1.612457214E1,4.405331016E-1,3.986345768E0,8.913613319E0,9.774329870E0
1.612574922E1,4.309563041E-1,3.993528366E0,8.913613319E0,9.776834588E0
1.612860976E1,4.357447028E-1,3.988739967E0,8.913613319E0,9.775091937E0
1.612984695E1,4.357447028E-1,3.981557369E0,8.908824921E0,9.767795759E0
1.613282591E1,4.333505034E-1,3.998316765E0,8.899248123E0,9.765804973E0
1.613394710E1,4.165911078E-1,3.991134167E0,8.908824921E0,9.770868004E0
1.613698356E1,4.261679053E-1,3.993528366E0,8.918401718E0,9.780990599E0
1.613833880E1,4.261679053E-1,3.998316765E0,8.916007042E0,9.780763652E0
1.614094664E1,4.213795066E-1,4.003105164E0,8.916007042E0,9.782514667E0
1.614208806E1,4.165911078E-1,4.003105164E0,8.920795441E0,9.786674123E0
1.614509656E1,4.141969085E-1,4.007893562E0,8.913613319E0,9.781987134E0
1.614615545E1,4.237737060E-1,4.003105164E0,8.904036522E0,9.771709241E0
1.614911010E1,4.285621047E-1,4.029441357E0,8.901641846E0,9.780556767E0
1.615031926E1,4.309563041E-1,4.024652958E0,8.904036522E0,9.780870163E0
1.615325614E1,4.381389022E-1,4.029441357E0,8.899248123E0,9.778802611E0
1.615434122E1,4.237737060E-1,4.019864559E0,8.887276649E0,9.763328401E0
1.615729372E1,4.261679053E-1,4.029441357E0,8.892065048E0,9.771736670E0
1.615893480E1,4.285621047E-1,4.031835556E0,8.889671326E0,9.770650936E0
1.616114249E1,4.405331016E-1,4.010287762E0,8.887276649E0,9.760131331E0
1.616245718E1,4.165911078E-1,4.012681961E0,8.904036522E0,9.775327670E0
1.616514872E1,4.429273009E-1,4.017470360E0,8.884882927E0,9.761014154E0
1.616655810E1,4.357447028E-1,4.027047157E0,8.877699852E0,9.758101092E0
1.616955083E1,4.261679053E-1,4.041412354E0,8.882488251E0,9.767969616E0
1.617065387E1,4.357447028E-1,4.060565948E0,8.884882927E0,9.778507754E0
1.617362903E1,4.285621047E-1,4.053383350E0,8.882488251E0,9.773033285E0
1.617476722E1,4.189853072E-1,4.046200752E0,8.884882927E0,9.771818349E0
1.617827113E1,4.189853072E-1,4.031835556E0,8.877699852E0,9.759344307E0
1.617938195E1,4.309563041E-1,4.050989151E0,8.892065048E0,9.780851561E0
1.618182530E1,4.261679053E-1,4.055777550E0,8.889671326E0,9.780450240E0
1.618290722E1,4.453215301E-1,4.070142746E0,8.887276649E0,9.785093739E0
1.618600649E1,4.405331016E-1,4.072536945E0,8.877699852E0,9.777176548E0
1.618702864E1,4.525041282E-1,4.065354347E0,8.884882927E0,9.781258129E0
1.618995583E1,4.477157295E-1,4.048594952E0,8.884882927E0,9.774083849E0
1.619111787E1,4.189853072E-1,4.079719543E0,8.887276649E0,9.787918394E0
1.619413256E1,4.477157295E-1,4.070142746E0,8.904036522E0,9.800427426E0
1.619523314E1,4.477157295E-1,4.065354347E0,8.906430244E0,9.800615034E0
1.619815537E1,4.357447028E-1,4.053383350E0,8.908824921E0,9.797293070E0
1.619963064E1,4.548983276E-1,4.060565948E0,8.896853447E0,9.790256869E0
1.620193160E1,4.548983276E-1,4.048594952E0,8.901641846E0,9.789651736E0
1.620335133E1,4.548983276E-1,4.046200752E0,8.908824921E0,9.795194459E0
1.620628272E1,4.309563041E-1,4.046200752E0,8.892065048E0,9.778869295E0
1.620743949E1,4.453215301E-1,4.046200752E0,8.892065048E0,9.779512903E0
1.621028353E1,4.285621047E-1,4.046200752E0,8.887276649E0,9.774410072E0
1.621154349E1,4.309563041E-1,4.046200752E0,8.899248123E0,9.785401424E0
1.621466372E1,4.405331016E-1,4.067748547E0,8.911218643E0,9.805634368E0
1.621567110E1,4.429273009E-1,4.067748547E0,8.906430244E0,9.801390847E0
1.621856595E1,4.405331016E-1,4.060565948E0,8.904036522E0,9.796128399E0
1.622002814E1,4.357447028E-1,4.046200752E0,8.896853447E0,9.783435758E0
1.622260783E1,4.285621047E-1,4.034229755E0,8.913613319E0,9.793425223E0
1.622376449E1,4.261679053E-1,4.031835556E0,8.913613319E0,9.792334729E0
1.622676037E1,4.429273009E-1,4.034229755E0,8.899248123E0,9.780992356E0
1.622785633E1,4.381389022E-1,4.031835556E0,8.908824921E0,9.788504744E0
1.623078822E1,4.405331016E-1,4.036623955E0,8.899248123E0,9.781871985E0
1.623196914E1,4.381389022E-1,4.041412354E0,8.899248123E0,9.783741445E0
1.623500987E1,4.309563041E-1,4.034229755E0,8.892065048E0,9.773922134E0
1.623610630E1,4.333505034E-1,3.998316765E0,8.887276649E0,9.754897019E0
1.623899349E1,4.357447028E-1,4.005499363E0,8.892065048E0,9.762311172E0
1.624047053E1,4.285621047E-1,4.022258759E0,8.887276649E0,9.764523401E0
1.624285541E1,4.165911078E-1,4.005499363E0,8.868123055E0,9.739670416E0
1.624422210E1,4.333505034E-1,4.034229755E0,8.865729332E0,9.750074818E0
1.624684245E1,4.381389022E-1,4.039018154E0,8.863334656E0,9.750094080E0
1.624825576E1,4.237737060E-1,4.027047157E0,8.880094528E0,9.759752650E0
1.625118299E1,4.213795066E-1,4.027047157E0,8.870517731E0,9.750936073E0
1.625234891E1,4.189853072E-1,4.022258759E0,8.872911453E0,9.751034400E0
1.625534387E1,4.237737060E-1,3.998316765E0,8.875306129E0,9.743571214E0
1.625645695E1,4.165911078E-1,4.010287762E0,8.851364136E0,9.726386952E0
1.625939495E1,4.046200812E-1,4.000710964E0,8.853757858E0,9.724116096E0
1.626090514E1,4.022258818E-1,4.003105164E0,8.858546257E0,9.729361664E0
1.626342441E1,3.974374831E-1,4.007893562E0,8.868123055E0,9.739854920E0
1.626455326E1,4.046200812E-1,4.019864559E0,8.851364136E0,9.729834302E0
1.626759122E1,4.046200812E-1,4.027047157E0,8.846575737E0,9.728449439E0
1.626865206E1,4.094084799E-1,4.024652958E0,8.856152534E0,9.736369162E0
1.627160872E1,4.213795066E-1,4.015076160E0,8.851364136E0,9.728568462E0
1.627275556E1,4.237737060E-1,4.027047157E0,8.853757858E0,9.735795868E0
1.627577910E1,4.381389022E-1,4.031835556E0,8.856152534E0,9.740590401E0
1.627685826E1,4.309563041E-1,4.031835556E0,8.870517731E0,9.753333076E0
1.627999318E1,4.333505034E-1,4.017470360E0,8.853757858E0,9.732260219E0
1.628126530E1,4.261679053E-1,4.024652958E0,8.853757858E0,9.734910309E0
1.628357691E1,4.237737060E-1,4.031835556E0,8.848969460E0,9.733423992E0
1.628496695E1,4.381389022E-1,4.031835556E0,8.858546257E0,9.742766827E0
1.628791680E1,4.429273009E-1,4.036623955E0,8.875306129E0,9.760203709E0
1.628907572E1,4.429273009E-1,4.036623955E0,8.884882927E0,9.768913050E0
1.629193653E1,4.357447028E-1,4.041412354E0,8.877699852E0,9.764038197E0
1.629319199E1,4.381389022E-1,4.046200752E0,8.865729332E0,9.755247963E0
1.629616895E1,4.381389022E-1,4.055777550E0,8.870517731E0,9.763574245E0
1.629728933E1,4.429273009E-1,4.058171749E0,8.865729332E0,9.760435396E0
1.630022368E1,4.453215301E-1,4.077325344E0,8.858546257E0,9.762004662E0
1.630163864E1,4.333505034E-1,4.074931145E0,8.868123055E0,9.769158766E0
1.630425218E1,4.357447028E-1,4.074931145E0,8.856152534E0,9.758400227E0
1.630540530E1,4.285621047E-1,4.074931145E0,8.858546257E0,9.760254664E0
1.630842133E1,4.261679053E-1,4.086902142E0,8.865729332E0,9.771670522E0
1.630947764E1,4.333505034E-1,4.103661537E0,8.870517731E0,9.783348889E0
1.631244818E1,4.261679053E-1,4.118026733E0,8.868123055E0,9.786897862E0
1.631358680E1,4.118026793E-1,4.098873138E0,8.853757858E0,9.765212269E0
1.631662445E1,4.237737060E-1,4.106055737E0,8.848969460E0,9.764401587E0
1.631770349E1,4.309563041E-1,4.096478939E0,8.853757858E0,9.765034114E0
1.632062907E1,4.429273009E-1,4.106055737E0,8.839392662E0,9.756574242E0
1.632210237E1,4.405331016E-1,4.127603531E0,8.844181061E0,9.769888380E0
1.632448860E1,4.429273009E-1,4.146757126E0,8.808267593E0,9.745632727E0
1.632578633E1,4.429273009E-1,4.151545525E0,8.796297073E0,9.736855603E0
1.632850106E1,4.405331016E-1,4.141968727E0,8.779537201E0,9.717522720E0
1.632989514E1,4.261679053E-1,4.141968727E0,8.762778282E0,9.701742485E0
1.633285307E1,4.213795066E-1,4.137180328E0,8.757989883E0,9.695164184E0
1.633404826E1,4.333505034E-1,4.146757126E0,8.743624687E0,9.686813717E0
1.633697968E1,4.333505034E-1,4.163516521E0,8.722076416E0,9.674568698E0
1.633809060E1,4.381389022E-1,4.146757126E0,8.707711220E0,9.654625578E0
1.634106210E1,4.429273009E-1,4.153939724E0,8.702922821E0,9.653614114E0
1.634249537E1,4.453215301E-1,4.151545525E0,8.702922821E0,9.652694294E0
1.634507437E1,4.453215301E-1,4.153939724E0,8.695740700E0,9.647250013E0
1.634618872E1,4.477157295E-1,4.146757126E0,8.698134422E0,9.646428690E0
1.634926776E1,4.477157295E-1,4.141968727E0,8.681375504E0,9.629259314E0
1.635028757E1,4.596867263E-1,4.156333923E0,8.683769226E0,9.638167437E0
1.635323526E1,4.596867263E-1,4.163516521E0,8.705317497E0,9.660679812E0
1.635437291E1,4.716577232E-1,4.175487995E0,8.717288017E0,9.677203696E0
1.635739380E1,4.788403511E-1,4.170699596E0,8.724471092E0,9.681963594E0
1.635846880E1,4.812345505E-1,4.163516521E0,8.743624687E0,9.696258515E0
1.636142107E1,4.908113480E-1,4.163516521E0,8.760383606E0,9.711852888E0
1.636290330E1,4.932055473E-1,4.156333923E0,8.762778282E0,9.711057956E0
1.636520445E1,4.812345505E-1,4.158728123E0,8.784325600E0,9.730929171E0
1.636660291E1,4.955997467E-1,4.151545525E0,8.832210541E0,9.771841811E0
1.636952610E1,5.027823448E-1,4.153939724E0,8.865729332E0,9.803528034E0
1.637070691E1,4.932055473E-1,4.144362926E0,8.913613319E0,9.842331949E0
1.637355003E1,5.099649429E-1,4.158728123E0,8.951920509E0,9.883924557E0
1.637481210E1,5.123591423E-1,4.163516521E0,8.973467827E0,9.905579567E0
1.637786841E1,5.171475410E-1,4.149151325E0,8.992621422E0,9.917163825E0
1.637894041E1,5.099649429E-1,4.144362926E0,9.014169693E0,9.934337601E0
1.638185303E1,5.051765442E-1,4.129997730E0,9.045293808E0,9.956376081E0
1.638326153E1,5.075707436E-1,4.127603531E0,9.062053680E0,9.970734972E0
1.638591199E1,5.147533417E-1,4.120420933E0,9.081207275E0,9.985547819E0
1.638700549E1,5.027823448E-1,4.141968727E0,9.102754593E0,1.001343279E1
1.639003110E1,4.884171486E-1,4.132391930E0,9.102754593E0,1.000876394E1
1.639110653E1,4.836287498E-1,4.120420933E0,9.100360870E0,1.000141657E1
1.639403403E1,4.668693244E-1,4.125209332E0,9.105149269E0,1.000695069E1
1.639520210E1,4.812345505E-1,4.134786129E0,9.085995674E0,9.994166319E0
1.639822353E1,4.716577232E-1,4.132391930E0,9.069235802E0,9.977482753E0
1.639929187E1,4.501099288E-1,4.137180328E0,9.042900085E0,9.954541776E0
1.640226780E1,4.525041282E-1,4.115632534E0,9.011775017E0,9.917423057E0
1.640371260E1,4.261679053E-1,4.120420933E0,8.956708908E0,9.868238050E0
1.640610695E1,4.213795066E-1,4.115632534E0,8.932766914E0,9.844303764E0
1.640741214E1,4.165911078E-1,4.091690540E0,8.899248123E0,9.803677717E0
1.641011476E1,4.046200812E-1,4.089296341E0,8.860940933E0,9.767411950E0
1.641150833E1,3.902548850E-1,4.098873138E0,8.839392662E0,9.751303632E0
1.641445414E1,3.830722570E-1,4.108449936E0,8.815450668E0,9.733358912E0
1.641564764E1,3.854664862E-1,4.094084740E0,8.796297073E0,9.710044102E0
1.641857853E1,3.902548850E-1,4.089296341E0,8.769960403E0,9.684361048E0
1.641974137E1,3.950432837E-1,4.084507942E0,8.748413086E0,9.663022087E0
1.642322306E1,4.070142806E-1,4.060565948E0,8.722076416E0,9.629562475E0
1.642435572E1,4.070142806E-1,4.060565948E0,8.702922821E0,9.612217334E0
1.642673026E1,4.094084799E-1,4.053383350E0,8.690952301E0,9.598446947E0
1.642786491E1,4.309563041E-1,4.048594952E0,8.671798706E0,9.580028038E0
1.643088999E1,4.477157295E-1,4.053383350E0,8.657433510E0,9.569823454E0
1.643195491E1,4.429273009E-1,4.046200752E0,8.652645111E0,9.562227384E0
1.643491280E1,4.596867263E-1,4.043806553E0,8.647856712E0,9.557672784E0
1.643605145E1,4.764461517E-1,4.041412354E0,8.643068314E0,9.553148414E0
1.643906156E1,4.884171486E-1,4.031835556E0,8.645462036E0,9.551872229E0
1.644015880E1,4.908113480E-1,4.027047157E0,8.635885239E0,9.541305909E0
1.644309764E1,4.979939461E-1,4.034229755E0,8.638279915E0,9.546878421E0
1.644456030E1,5.219359994E-1,4.053383350E0,8.659827232E0,9.575747567E0
1.644686699E1,5.243301988E-1,4.055777550E0,8.681375504E0,9.596381314E0
1.644825749E1,5.267243981E-1,4.050989151E0,8.688557625E0,9.600988766E0
1.645118868E1,5.458779931E-1,4.048594952E0,8.719682693E0,9.629224794E0
1.645236406E1,5.410895944E-1,4.067748547E0,8.741230011E0,9.656524131E0
1.645523041E1,5.530605912E-1,4.050989151E0,8.743624687E0,9.652324165E0
1.645649930E1,5.530605912E-1,4.072536945E0,8.746018410E0,9.663553757E0
1.645953260E1,5.434837937E-1,4.082113743E0,8.755595207E0,9.675715719E0
1.646055245E1,5.386953950E-1,4.089296341E0,8.781931877E0,9.702312342E0
1.646353618E1,5.267243981E-1,4.084507942E0,8.796297073E0,9.712645671E0
1.646493022E1,5.171475410E-1,4.082113743E0,8.822632790E0,9.734985543E0
1.646751910E1,5.075707436E-1,4.122815132E0,8.846575737E0,9.773286804E0
1.646865160E1,5.195417404E-1,4.139574528E0,8.848969460E0,9.783162136E0
1.647167595E1,5.267243981E-1,4.137180328E0,8.870517731E0,9.802029610E0
1.647274803E1,5.147533417E-1,4.146757126E0,8.865729332E0,9.801108215E0
1.647568787E1,5.051765442E-1,4.144362926E0,8.875306129E0,9.808262145E0
1.647684764E1,5.003881454E-1,4.144362926E0,8.882488251E0,9.814516284E0
1.647985937E1,5.003881454E-1,4.149151325E0,8.887276649E0,9.820872225E0
1.648094733E1,4.764461517E-1,4.156333923E0,8.904036522E0,9.837884885E0
1.648388987E1,4.740519226E-1,4.153939724E0,8.906430244E0,9.838924746E0
1.648540883E1,4.764461517E-1,4.161122322E0,8.906430244E0,9.842074965E0
1.648775080E1,4.716577232E-1,4.165910721E0,8.887276649E0,9.826543613E0
1.648904206E1,4.477157295E-1,4.194641590E0,8.906430244E0,9.854946329E0
1.649173980E1,4.501099288E-1,4.194641590E0,8.904036522E0,9.852892134E0
1.649315553E1,4.596867263E-1,4.170699596E0,8.904036522E0,9.843165822E0
1.649611314E1,4.596867263E-1,4.168305397E0,8.911218643E0,9.848649627E0
1.649726460E1,4.692635238E-1,4.175487995E0,8.911218643E0,9.852143217E0
1.650064806E1,4.620809257E-1,4.177882195E0,8.899248123E0,9.841993475E0
1.650148857E1,4.429273009E-1,4.182670593E0,8.894459724E0,9.838817595E0
1.650429126E1,4.477157295E-1,4.182670593E0,8.911218643E0,9.854186946E0
1.650575703E1,4.596867263E-1,4.182670593E0,8.925583839E0,9.867729833E0
1.650832222E1,4.453215301E-1,4.180276394E0,8.930372238E0,9.870388559E0
1.650944556E1,4.764461517E-1,4.199429989E0,8.920795441E0,9.871312196E0
1.651255468E1,4.836287498E-1,4.192247391E0,8.927978516E0,9.875101788E0
1.651354483E1,4.812345505E-1,4.185064793E0,8.918401718E0,9.863277509E0
1.651648795E1,4.740519226E-1,4.192247391E0,8.904036522E0,9.852995981E0
1.651767776E1,4.764461517E-1,4.185064793E0,8.904036522E0,9.850057596E0
1.652069414E1,4.788403511E-1,4.177882195E0,8.908824921E0,9.851454166E0
1.652174387E1,4.525041282E-1,4.187458992E0,8.906430244E0,9.852110053E0
1.652472637E1,4.692635238E-1,4.204218388E0,8.896853447E0,9.851378673E0
1.652625780E1,4.764461517E-1,4.199429989E0,8.892065048E0,9.845355960E0
1.652845999E1,4.836287498E-1,4.194641590E0,8.884882927E0,9.837177413E0
1.652985360E1,4.620809257E-1,4.192247391E0,8.863334656E0,9.815658826E0
1.653277826E1,4.620809257E-1,4.199429989E0,8.851364136E0,9.807924249E0
1.653397676E1,4.596867263E-1,4.201824188E0,8.848969460E0,9.806676241E0
1.653681472E1,4.740519226E-1,4.197035789E0,8.848969460E0,9.805309538E0
1.653807006E1,4.740519226E-1,4.218583584E0,8.825027466E0,9.792971074E0
1.654109822E1,4.836287498E-1,4.216189384E0,8.808267593E0,9.777306771E0
1.654215222E1,4.812345505E-1,4.216189384E0,8.803479195E0,9.772874989E0
1.654508980E1,4.908113480E-1,4.228160381E0,8.789113998E0,9.765590656E0
1.654652972E1,4.788403511E-1,4.220977783E0,8.772355080E0,9.746802305E0
1.654917060E1,4.836287498E-1,4.218583584E0,8.772355080E0,9.746002148E0
1.655024853E1,4.692635238E-1,4.220977783E0,8.769960403E0,9.744181196E0
1.655328599E1,4.596867263E-1,4.240131378E0,8.769960403E0,9.752037298E0
1.655435130E1,4.572925270E-1,4.235342979E0,8.772355080E0,9.751997757E0
1.655728887E1,4.501099288E-1,4.237737179E0,8.784325600E0,9.763472312E0
1.655844503E1,4.477157295E-1,4.213795185E0,8.786720276E0,9.755151072E0
1.656145099E1,4.572925270E-1,4.204218388E0,8.784325600E0,9.749304844E0
1.656254199E1,4.501099288E-1,4.197035789E0,8.781931877E0,9.743717764E0
1.656550733E1,4.572925270E-1,4.209006786E0,8.786720276E0,9.753527966E0
1.656695591E1,4.453215301E-1,4.201824188E0,8.784325600E0,9.747718400E0
1.656981387E1,4.668693244E-1,4.204218388E0,8.786720276E0,9.751916346E0
1.657098606E1,4.788403511E-1,4.199429989E0,8.781931877E0,9.746118602E0
1.657338141E1,4.572925270E-1,4.201824188E0,8.777143478E0,9.741801199E0
1.657475245E1,4.525041282E-1,4.182670593E0,8.777143478E0,9.733331440E0
1.657768703E1,4.548983276E-1,4.180276394E0,8.779537201E0,9.734573266E0
1.657886876E1,4.644751251E-1,4.204218388E0,8.796297073E0,9.760431937E0
1.658183445E1,4.501099288E-1,4.199429989E0,8.801085472E0,9.762013966E0
1.658295756E1,4.477157295E-1,4.199429989E0,8.803479195E0,9.764062041E0
1.658590837E1,4.453215301E-1,4.199429989E0,8.801085472E0,9.761794353E0
1.658735637E1,4.333505034E-1,4.182670593E0,8.798690796E0,9.751896517E0
1.658992399E1,4.525041282E-1,4.189853191E0,8.798690796E0,9.755848988E0
1.659105645E1,4.525041282E-1,4.182670593E0,8.791508675E0,9.746287398E0
1.659409272E1,4.357447028E-1,4.182670593E0,8.803479195E0,9.756323727E0
1.659514007E1,4.405331016E-1,4.163516521E0,8.793902397E0,9.739694996E0
1.659808837E1,4.572925270E-1,4.182670593E0,8.798690796E0,9.752989771E0
1.659926141E1,4.668693244E-1,4.189853191E0,8.808267593E0,9.765163323E0
1.660224722E1,4.668693244E-1,4.168305397E0,8.813055992E0,9.760260897E0
1.660334291E1,4.668693244E-1,4.177882195E0,8.808267593E0,9.760033022E0
1.660660014E1,4.357447028E-1,4.158728123E0,8.810662270E0,9.752572106E0
1.660775172E1,4.285621047E-1,4.158728123E0,8.813055992E0,9.754416487E0
1.661005030E1,4.357447028E-1,4.177882195E0,8.808267593E0,9.758593704E0
1.661143980E1,4.309563041E-1,4.161122322E0,8.810662270E0,9.753380539E0
1.661436772E1,4.357447028E-1,4.161122322E0,8.810662270E0,9.753593289E0
1.661554791E1,4.309563041E-1,4.168305397E0,8.803479195E0,9.749960982E0
1.661838910E1,4.548983276E-1,4.173093796E0,8.803479195E0,9.753096444E0
1.661963295E1,4.572925270E-1,4.151545525E0,8.808267593E0,9.748334457E0
1.662271414E1,4.644751251E-1,4.180276394E0,8.803479195E0,9.756623074E0
1.662374803E1,4.764461517E-1,4.180276394E0,8.805873871E0,9.759360957E0
1.662667741E1,4.884171486E-1,4.180276394E0,8.801085472E0,9.755632605E0
1.662812037E1,4.836287498E-1,4.189853191E0,8.798690796E0,9.757342172E0
1.663076549E1,4.716577232E-1,4.189853191E0,8.789113998E0,9.748120621E0
1.663189568E1,4.740519226E-1,4.194641590E0,8.796297073E0,9.756771264E0
1.663487087E1,4.788403511E-1,4.197035789E0,8.793902397E0,9.755876018E0
1.663593314E1,5.003881454E-1,4.201824188E0,8.798690796E0,9.763333167E0
1.663887472E1,5.003881454E-1,4.187458992E0,8.791508675E0,9.750683355E0
1.664003295E1,5.003881454E-1,4.206612587E0,8.789113998E0,9.756767017E0
1.664306749E1,4.979939461E-1,4.216189384E0,8.786720276E0,9.758622039E0
1.664419164E1,5.003881454E-1,4.211400986E0,8.793902397E0,9.763145289E0
1.664706768E1,5.051765442E-1,4.213795185E0,8.810662270E0,9.779521605E0
1.664855260E1,5.195417404E-1,4.223371983E0,8.803479195E0,9.777936411E0
1.665092980E1,5.123591423E-1,4.235342979E0,8.810662270E0,9.789198725E0
1.665226891E1,4.979939461E-1,4.242525578E0,8.825027466E0,9.804495449E0
1.665501349E1,5.171475410E-1,4.230554581E0,8.820239067E0,9.796001778E0
1.665636714E1,5.171475410E-1,4.225766182E0,8.817844391E0,9.791778240E0
1.665931214E1,5.243301988E-1,4.235342979E0,8.813055992E0,9.791986940E0
1.666046276E1,5.434837937E-1,4.232948780E0,8.822632790E0,9.800616274E0
1.666346945E1,5.363011956E-1,4.244919777E0,8.817844391E0,9.801088847E0
1.666487837E1,5.243301988E-1,4.242525578E0,8.813055992E0,9.795095781E0
1.666806055E1,5.147533417E-1,4.252102375E0,8.817844391E0,9.803046736E0
1.666925599E1,5.243301988E-1,4.252102375E0,8.805873871E0,9.792788744E0
1.667158633E1,5.363011956E-1,4.244919777E0,8.801085472E0,9.786013916E0
1.667275880E1,5.291185975E-1,4.242525578E0,8.786720276E0,9.771665312E0
1.667578556E1,5.075707436E-1,4.271255970E0,8.798690796E0,9.793784526E0
1.667681856E1,5.147533417E-1,4.273650169E0,8.822632790E0,9.816715648E0
1.667975126E1,5.195417404E-1,4.268861771E0,8.825027466E0,9.817036936E0
1.668093149E1,5.027823448E-1,4.271255970E0,8.832210541E0,9.823663303E0
1.668392026E1,5.027823448E-1,4.288015366E0,8.832210541E0,9.830961748E0
1.668504533E1,4.979939461E-1,4.280832767E0,8.834604263E0,9.829738534E0
1.668794733E1,4.979939461E-1,4.288015366E0,8.834604263E0,9.832868668E0
1.668943418E1,4.932055473E-1,4.278438568E0,8.832210541E0,9.826303035E0
1.669174068E1,4.764461517E-1,4.268861771E0,8.815450668E0,9.806240474E0
1.669310656E1,4.764461517E-1,4.264073372E0,8.817844391E0,9.806309314E0
1.669604122E1,5.123591423E-1,4.271255970E0,8.810662270E0,9.804790109E0
1.669721772E1,4.884171486E-1,4.261679173E0,8.791508675E0,9.782182040E0
1.670006876E1,4.860229492E-1,4.254496574E0,8.767566681E0,9.757416918E0
1.670141222E1,4.884171486E-1,4.259284973E0,8.774748802E0,9.766077838E0
1.670444799E1,4.740519226E-1,4.268861771E0,8.767566681E0,9.763100509E0
1.670542599E1,4.812345505E-1,4.278438568E0,8.760383606E0,9.761195838E0
1.670836676E1,4.884171486E-1,4.268861771E0,8.748413086E0,9.746612932E0
1.670979033E1,4.955997467E-1,4.254496574E0,8.734047890E0,9.727792800E0
1.671239503E1,5.003881454E-1,4.261679173E0,8.717288017E0,9.716141623E0
1.671352303E1,5.147533417E-1,4.268861771E0,8.722076416E0,9.724338992E0
1.671655691E1,5.123591423E-1,4.264073372E0,8.722076416E0,9.722111428E0
1.671763945E1,5.027823448E-1,4.240131378E0,8.710105896E0,9.700383957E0
1.672057510E1,5.123591423E-1,4.235342979E0,8.700529099E0,9.690193426E0
